,0,1,accuracy,macro avg,weighted avg
precision,0.7962962962962963,0.9212328767123288,0.9017341040462428,0.8587645865043125,0.8974010434537791
recall,0.6515151515151515,0.9607142857142857,0.9017341040462428,0.8061147186147186,0.9017341040462428
f1-score,0.7166666666666667,0.9405594405594406,0.9017341040462428,0.8286130536130536,0.897851570394923
support,66.0,280.0,0.9017341040462428,346.0,346.0
