,0,1,accuracy,macro avg,weighted avg
precision,0.6792452830188679,0.9453924914675768,0.9046242774566474,0.8123188872432223,0.9053934890417592
recall,0.6923076923076923,0.9421768707482994,0.9046242774566474,0.8172422815279958,0.9046242774566474
f1-score,0.6857142857142857,0.9437819420783646,0.9046242774566474,0.8147481138963252,0.9049972075959019
support,52.0,294.0,0.9046242774566474,346.0,346.0
