,0,1,accuracy,macro avg,weighted avg
precision,0.6470588235294118,0.9355932203389831,0.8930635838150289,0.7913260219341974,0.8922296693733827
recall,0.6346153846153846,0.9387755102040817,0.8930635838150289,0.7866954474097332,0.8930635838150289
f1-score,0.6407766990291263,0.937181663837012,0.8930635838150289,0.7889791814330691,0.8926352529410292
support,52.0,294.0,0.8930635838150289,346.0,346.0
