,0,1,accuracy,macro avg,weighted avg
precision,0.6296296296296297,0.9383561643835616,0.8901734104046243,0.7839928970065957,0.8919579568482886
recall,0.6538461538461539,0.9319727891156463,0.8901734104046243,0.7929094714809001,0.8901734104046243
f1-score,0.6415094339622641,0.9351535836177475,0.8901734104046243,0.7883315087900058,0.8910220929180795
support,52.0,294.0,0.8901734104046243,346.0,346.0
