,0,1,accuracy,macro avg,weighted avg
precision,0.625,0.906896551724138,0.861271676300578,0.765948275862069,0.856383296790911
recall,0.5645161290322581,0.926056338028169,0.861271676300578,0.7452862335302135,0.861271676300578
f1-score,0.5932203389830509,0.9163763066202091,0.861271676300578,0.75479832280163,0.8584697459453426
support,124.0,568.0,0.861271676300578,692.0,692.0
