,0,1,accuracy,macro avg,weighted avg
precision,0.7029702970297029,0.9103214890016921,0.880057803468208,0.8066458930156974,0.8731660730991968
recall,0.5725806451612904,0.9471830985915493,0.880057803468208,0.7598818718764198,0.880057803468208
f1-score,0.6311111111111112,0.9283865401207939,0.880057803468208,0.7797488256159526,0.8751175326103883
support,124.0,568.0,0.880057803468208,692.0,692.0
