,0,1,accuracy,macro avg,weighted avg
precision,0.5,0.9767441860465116,0.9555555555555556,0.7383720930232558,0.9555555555555556
recall,0.5,0.9767441860465116,0.9555555555555556,0.7383720930232558,0.9555555555555556
f1-score,0.5,0.9767441860465116,0.9555555555555556,0.7383720930232558,0.9555555555555556
support,2.0,43.0,0.9555555555555556,45.0,45.0
