,0,1,accuracy,macro avg,weighted avg
precision,0.5454545454545454,0.75,0.7075471698113207,0.6477272727272727,0.6863207547169812
recall,0.36363636363636365,0.863013698630137,0.7075471698113207,0.6133250311332503,0.7075471698113207
f1-score,0.43636363636363634,0.802547770700637,0.7075471698113207,0.6194557035321366,0.6885470496334576
support,33.0,73.0,0.7075471698113207,106.0,106.0
