,0,1,accuracy,macro avg,weighted avg
precision,0.6111111111111112,0.75,0.7264150943396226,0.6805555555555556,0.7067610062893083
recall,0.3333333333333333,0.9041095890410958,0.7264150943396226,0.6187214611872146,0.7264150943396226
f1-score,0.43137254901960786,0.8198757763975154,0.7264150943396226,0.6256241627085617,0.6989266584402423
support,33.0,73.0,0.7264150943396226,106.0,106.0
