,0,1,accuracy,macro avg,weighted avg
precision,0.5714285714285714,0.7282608695652174,0.7075471698113207,0.6498447204968945,0.6794357201453182
recall,0.24242424242424243,0.9178082191780822,0.7075471698113207,0.5801162308011623,0.7075471698113207
f1-score,0.3404255319148936,0.8121212121212121,0.7075471698113207,0.5762733720180528,0.6652725569626413
support,33.0,73.0,0.7075471698113207,106.0,106.0
