,0,1,accuracy,macro avg,weighted avg
precision,0.5384615384615384,0.7625,0.7075471698113207,0.6504807692307693,0.6927521770682148
recall,0.42424242424242425,0.8356164383561644,0.7075471698113207,0.6299294312992944,0.7075471698113207
f1-score,0.47457627118644075,0.7973856209150326,0.7075471698113207,0.6359809460507366,0.6968883705278295
support,33.0,73.0,0.7075471698113207,106.0,106.0
