,0,1,accuracy,macro avg,weighted avg
precision,0.8823529411764706,0.8983050847457628,0.8947368421052632,0.8903290129611167,0.8938972556016163
recall,0.7142857142857143,0.9636363636363636,0.8947368421052632,0.8389610389610389,0.8947368421052632
f1-score,0.7894736842105262,0.9298245614035089,0.8947368421052632,0.8596491228070176,0.8910433979686058
support,21.0,55.0,0.8947368421052632,76.0,76.0
