,0,1,accuracy,macro avg,weighted avg
precision,0.5714285714285714,0.7903225806451613,0.75,0.6808755760368663,0.7298387096774194
recall,0.38095238095238093,0.8909090909090909,0.75,0.6359307359307359,0.75
f1-score,0.4571428571428571,0.8376068376068375,0.75,0.6473748473748473,0.7324786324786324
support,21.0,55.0,0.75,76.0,76.0
