,0,1,accuracy,macro avg,weighted avg
precision,0.7222222222222222,0.8620689655172413,0.8289473684210527,0.7921455938697317,0.8234271022383544
recall,0.6190476190476191,0.9090909090909091,0.8289473684210527,0.7640692640692641,0.8289473684210527
f1-score,0.6666666666666666,0.8849557522123893,0.8289473684210527,0.775811209439528,0.8246390312063344
support,21.0,55.0,0.8289473684210527,76.0,76.0
