,0,1,accuracy,macro avg,weighted avg
precision,0.6551724137931034,0.8892561983471075,0.8598265895953757,0.7722143060701054,0.8473105490917657
recall,0.4596774193548387,0.9471830985915493,0.8598265895953757,0.703430258973194,0.8598265895953757
f1-score,0.5402843601895734,0.9173060528559249,0.8598265895953757,0.7287952065227492,0.8497472524359428
support,124.0,568.0,0.8598265895953757,692.0,692.0
