,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.5,0.3333333333333333,0.25,0.3333333333333333
recall,0.0,0.5,0.3333333333333333,0.25,0.3333333333333333
f1-score,0.0,0.5,0.3333333333333333,0.25,0.3333333333333333
support,2.0,4.0,0.3333333333333333,6.0,6.0
