,0,1,accuracy,macro avg,weighted avg
precision,1.0,0.4,0.5,0.7,0.7999999999999999
recall,0.25,1.0,0.5,0.625,0.5
f1-score,0.4,0.5714285714285715,0.5,0.48571428571428577,0.45714285714285713
support,4.0,2.0,0.5,6.0,6.0
