,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.1111111111111111
recall,0.0,1.0,0.3333333333333333,0.5,0.3333333333333333
f1-score,0.0,0.5,0.3333333333333333,0.25,0.16666666666666666
support,4.0,2.0,0.3333333333333333,6.0,6.0
