,0,1,accuracy,macro avg,weighted avg
precision,0.5,0.75,0.6666666666666666,0.625,0.6666666666666666
recall,0.5,0.75,0.6666666666666666,0.625,0.6666666666666666
f1-score,0.5,0.75,0.6666666666666666,0.625,0.6666666666666666
support,2.0,4.0,0.6666666666666666,6.0,6.0
