,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.9534883720930233,0.9111111111111111,0.47674418604651164,0.9111111111111111
recall,0.0,0.9534883720930233,0.9111111111111111,0.47674418604651164,0.9111111111111111
f1-score,0.0,0.9534883720930233,0.9111111111111111,0.47674418604651164,0.9111111111111111
support,2.0,43.0,0.9111111111111111,45.0,45.0
