,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.9545454545454546,0.9333333333333333,0.4772727272727273,0.9121212121212121
recall,0.0,0.9767441860465116,0.9333333333333333,0.4883720930232558,0.9333333333333333
f1-score,0.0,0.9655172413793104,0.9333333333333333,0.4827586206896552,0.9226053639846744
support,2.0,43.0,0.9333333333333333,45.0,45.0
