,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.7901234567901235
recall,0.0,1.0,0.8888888888888888,0.5,0.8888888888888888
f1-score,0.0,0.9411764705882353,0.8888888888888888,0.47058823529411764,0.8366013071895425
support,5.0,40.0,0.8888888888888888,45.0,45.0
