,0,1,accuracy,macro avg,weighted avg
precision,0.6,0.7395833333333334,0.7264150943396226,0.6697916666666667,0.6987617924528301
recall,0.1935483870967742,0.9466666666666667,0.7264150943396226,0.5701075268817204,0.7264150943396226
f1-score,0.2926829268292683,0.8304093567251462,0.7264150943396226,0.5615461417772072,0.6731497404348422
support,31.0,75.0,0.7264150943396226,106.0,106.0
