iter	Logloss
153	0.07917963069
154	0.07832270307
155	0.07762514418
156	0.07734073302
157	0.07674449853
158	0.07480805192
159	0.07388986065
160	0.073536505
161	0.07331359684
162	0.07274559801
163	0.07206398651
164	0.07121162687
165	0.0710040493
166	0.07044680668
167	0.06890006095
168	0.0686342635
169	0.06787490922
170	0.06768848898
171	0.06706981394
172	0.06556271888
173	0.0653786933
174	0.06492399882
175	0.06414158334
176	0.06396428634
177	0.06356068104
178	0.06320318208
179	0.06303474175
180	0.06272966919
181	0.06209852566
182	0.0612247243
183	0.06105803895
184	0.06062797832
185	0.06047401173
186	0.06002201086
187	0.05953078111
188	0.05919219009
189	0.05867251427
190	0.05852870977
191	0.05827570288
192	0.05672090209
193	0.05628002388
194	0.05604637046
195	0.05574377709
196	0.05525962095
197	0.05513714888
198	0.05399428223
199	0.0536185957
200	0.05350300419
201	0.05300628051
202	0.05272308036
203	0.05235490515
204	0.05224343189
205	0.05136813993
206	0.05111287335
207	0.05084316418
208	0.05047363164
209	0.04973768895
210	0.04960890585
211	0.04933979467
212	0.04880296072
213	0.04869822649
214	0.04827371081
215	0.04809247346
216	0.04774997298
217	0.04739851144
218	0.04727958425
219	0.04705725571
220	0.04655716129
221	0.0464617364
222	0.04591237291
223	0.0457868851
224	0.0454788696
225	0.04514357992
226	0.04501064845
227	0.04454225593
228	0.04428869487
229	0.04369718766
230	0.04352821588
231	0.04285681022
232	0.04248772473
233	0.04231793572
234	0.04176866638
235	0.04167573161
236	0.04097067939
237	0.04084647387
238	0.04054977966
239	0.04030139883
240	0.04007402626
241	0.04000041361
242	0.03976068697
243	0.03966588965
244	0.03949835631
245	0.03929637678
246	0.03876523761
247	0.03857939169
248	0.03851270707
249	0.03836459096
250	0.03803622538
251	0.03797216794
252	0.0378110141
253	0.03774939939
254	0.03750585408
255	0.03744609481
256	0.03725255562
257	0.03679748623
258	0.03673858569
259	0.03665367029
260	0.03646332825
261	0.03629916402
262	0.03610822872
263	0.03589244312
264	0.03580440126
265	0.03572443371
266	0.03553057427
267	0.03535732242
268	0.03486904919
269	0.03481267285
270	0.0347293554
271	0.03448321392
272	0.03429424075
273	0.03424252829
274	0.03402907027
275	0.03394983794
276	0.03379805256
277	0.03372244231
278	0.03355334368
279	0.03336379749
280	0.03321263119
281	0.03315531722
282	0.03302076468
283	0.03292528202
284	0.03259397778
285	0.03244655142
286	0.03236763476
287	0.0322058221
288	0.03184756566
289	0.03177376285
290	0.03159989023
291	0.03148394325
292	0.03128984766
293	0.03104586163
294	0.03093291913
295	0.03067600372
296	0.03063296799
297	0.0305643456
298	0.0304008181
299	0.03003729588
300	0.02992259768
301	0.02980977259
302	0.02967197676
303	0.02957179187
304	0.02921373472
305	0.02917450057
306	0.02913006704
307	0.02902766752
308	0.02897795187
309	0.02889691988
310	0.02884789746
311	0.02874255981
312	0.028491955
313	0.02837812087
314	0.02827873675
315	0.02816253114
316	0.02802742988
317	0.02799139751
318	0.02788267922
319	0.02778301408
320	0.02765567869
321	0.0276209961
322	0.02732947188
323	0.0272955086
324	0.02724128896
325	0.02713304117
326	0.02699054429
327	0.02695232858
328	0.02691007997
329	0.02682735364
330	0.02671346869
331	0.02667036711
332	0.02659681345
333	0.02649487759
334	0.02645031638
335	0.02635870708
336	0.02626047936
337	0.02608399915
338	0.02604194569
339	0.02596859363
340	0.02567080654
341	0.02547575174
342	0.02543087085
343	0.02535538648
344	0.02531442522
345	0.02525368621
346	0.02516892655
347	0.02508056261
348	0.0249925604
349	0.02487091688
350	0.02484453428
351	0.02479386247
352	0.02470063674
353	0.02458563522
354	0.02437410485
355	0.02431376532
356	0.0242194639
357	0.02407698019
358	0.02405179659
359	0.02388474855
360	0.02383602324
361	0.02378908505
362	0.0237091735
363	0.02366895031
364	0.02358561042
365	0.02352108043
366	0.0234592263
367	0.02321313225
368	0.02316244518
369	0.02312174576
370	0.02290350176
371	0.02286749465
372	0.02280772217
373	0.02273890721
374	0.02246726862
375	0.02243188651
376	0.02237889495
377	0.02233923838
378	0.0222331182
379	0.02219179636
380	0.0221182046
381	0.02205312539
382	0.02187426589
383	0.02173404109
384	0.02171015452
385	0.02167227733
386	0.02161488456
387	0.02155273672
388	0.02138458845
389	0.02136518067
390	0.02131567004
391	0.02129689129
392	0.02124716925
393	0.02121410603
394	0.02113579341
395	0.02109298548
396	0.02105315672
397	0.02094095681
398	0.02091967665
399	0.02081621522
400	0.02077690179
401	0.02073853279
402	0.0207181493
403	0.02064758799
404	0.02059341748
405	0.02040642662
406	0.02033217877
407	0.02030211984
408	0.02025595358
409	0.02022596837
410	0.02018042684
411	0.02003642291
412	0.01998914774
413	0.0199730148
414	0.01994645188
415	0.01990232091
416	0.01982987728
417	0.01973841071
418	0.01972306088
419	0.01969470622
420	0.01959226293
421	0.01956719838
422	0.01950792455
423	0.01944495232
424	0.01941618823
425	0.01932316532
426	0.01917955257
427	0.01915386807
428	0.01911334237
429	0.01908722055
430	0.0190460723
431	0.01898401312
432	0.01895872605
433	0.01893205229
434	0.01888393273
435	0.01875371216
436	0.01872971807
437	0.01870517624
438	0.01866481195
439	0.01860075555
440	0.01857700676
441	0.01852340587
442	0.01847640201
443	0.01844058922
444	0.01837112313
445	0.01825192364
446	0.01818061494
447	0.01816732984
448	0.01813627937
449	0.01811358792
450	0.01808058431
451	0.01804160359
452	0.01802201135
453	0.01798722029
454	0.01794905853
455	0.01786570175
456	0.01773682179
457	0.01772454669
458	0.01771259147
459	0.01769114569
460	0.01765570595
461	0.01762278107
462	0.01752808726
463	0.01748609307
464	0.01743737409
465	0.01742575996
466	0.01741444055
467	0.01736485995
468	0.01735362233
469	0.01731448532
470	0.01726661276
471	0.01724599322
472	0.01722886463
473	0.01720081184
474	0.01715091083
475	0.0171223117
476	0.0171025396
477	0.01706219371
478	0.01704438854
479	0.01694310683
480	0.01693059762
481	0.01687990849
482	0.01685958006
483	0.01682796713
484	0.01677983388
485	0.0167488448
486	0.01663728107
487	0.01661136739
488	0.01657423004
489	0.01655304053
490	0.01648182264
491	0.01643945734
492	0.01642231668
493	0.01640595211
494	0.01637567941
495	0.01633653541
496	0.01624574195
497	0.01621185724
498	0.01619612982
499	0.0161815295
500	0.01615319091
501	0.01612184797
502	0.01605188753
503	0.01603739735
504	0.01602437253
505	0.01598429663
506	0.01596349225
507	0.01594811134
508	0.01592116924
509	0.01589408602
510	0.01586626125
511	0.01585128826
512	0.01581374164
513	0.01579866473
514	0.01576771532
515	0.01573718335
516	0.01570147373
517	0.01565799957
518	0.01562669652
519	0.01558864201
520	0.01557400434
521	0.01556011092
522	0.01553491185
523	0.015502974
524	0.01546687615
525	0.01543319338
526	0.01541421379
527	0.01540207871
528	0.01538263097
529	0.01535836644
530	0.01534457786
531	0.01524433188
532	0.0152386289
533	0.01522884553
534	0.01521506769
535	0.01519273511
536	0.01512755045
537	0.01511372463
538	0.01510035397
539	0.01508463866
540	0.0150694809
541	0.01505484164
542	0.01504068655
543	0.0150043151
544	0.01499194864
545	0.01492557127
546	0.01491417646
547	0.01489295879
548	0.01488249932
549	0.01486565304
550	0.01483653013
551	0.01481400652
552	0.01478670677
553	0.01475007881
554	0.01473699831
555	0.01472500688
556	0.01471241523
557	0.01469001176
558	0.01466406902
559	0.01465146201
560	0.01458043089
561	0.01455730241
562	0.01449013604
563	0.01447656714
564	0.01446145995
565	0.01443270383
566	0.01440862634
567	0.01439123756
568	0.01435826816
569	0.01434424965
570	0.01432561154
571	0.01430654636
572	0.01427625564
573	0.01425255152
574	0.01422826366
575	0.01419368212
576	0.0141819557
577	0.01416660093
578	0.01414917891
579	0.01410700367
580	0.01410025587
581	0.01409265026
582	0.01408383981
583	0.01408383094
584	0.01408377533
585	0.01407379939
586	0.01406088566
587	0.01399239262
588	0.01398296519
589	0.01396558432
590	0.01395527428
591	0.01394529245
592	0.0139189297
593	0.01390498324
594	0.01388536778
595	0.013807673
596	0.01378368133
597	0.01376154218
598	0.01374702938
599	0.01373054943
600	0.01370525267
601	0.01370000973
602	0.01369296992
603	0.01368335776
604	0.01367361228
605	0.01366174602
606	0.01363761659
607	0.01361202602
608	0.01353972734
609	0.01352995658
610	0.01351182769
611	0.01350214948
612	0.01348028842
613	0.01345389296
614	0.01343479485
615	0.01342611006
616	0.01340808001
617	0.01335844259
618	0.01335841383
619	0.01335836518
620	0.0133525129
621	0.01334951247
622	0.01334946891
623	0.01333090053
624	0.01332510833
625	0.01331768273
626	0.01330855344
627	0.01329948869
628	0.01328900656
629	0.01327262671
630	0.0132695003
631	0.0132694247
632	0.01325999919
633	0.01324206938
634	0.01324201462
635	0.01322902314
636	0.01320985361
637	0.01320040251
638	0.01318151081
639	0.01316692468
640	0.01315798398
641	0.01314869489
642	0.01313282546
643	0.01313277265
644	0.0131239633
645	0.01311207779
646	0.01309909337
647	0.01308826011
648	0.01307330855
649	0.01305940827
650	0.01304411565
651	0.01304110063
652	0.01301109186
653	0.01299847561
654	0.01293334533
655	0.01292041436
656	0.01291222073
657	0.01290420745
658	0.01289560101
659	0.01288706117
660	0.01287695955
661	0.01286817325
662	0.01285883078
663	0.01284267902
664	0.01282606845
665	0.01281564659
666	0.01280400248
667	0.01278461146
668	0.0127713799
669	0.01272784621
670	0.01271533194
671	0.0127079134
672	0.0126907812
673	0.01268384287
674	0.0126617854
675	0.01265177462
676	0.01264048424
677	0.01262349443
678	0.01261116135
679	0.01259784169
680	0.01258975546
681	0.01258970062
682	0.01257938739
683	0.01256320444
684	0.01255451268
685	0.01255447404
686	0.01253825671
687	0.01253129491
688	0.01252141629
689	0.01251538582
690	0.01250437283
691	0.01249368252
692	0.01248329519
693	0.012469969
694	0.01245775898
695	0.01245771038
696	0.01244789471
697	0.01240565089
698	0.01238955018
699	0.01238154833
700	0.01237373619
701	0.01236075531
702	0.01235171544
703	0.01234391637
704	0.01233577054
705	0.01232198365
706	0.0123148393
707	0.01231482361
708	0.01229584443
709	0.01229582321
710	0.01229580199
711	0.01228865812
712	0.01228864652
713	0.01228863492
714	0.01228862332
715	0.01228830907
716	0.01227371624
717	0.01227366293
718	0.01227363812
719	0.01227354035
720	0.01227059448
721	0.01225273293
722	0.0122526921
723	0.0122526819
724	0.01225249112
725	0.01223455354
726	0.01223450836
727	0.01222580592
728	0.01221493315
729	0.01220591228
730	0.01220586244
731	0.01219592797
732	0.01219070657
733	0.01218181115
734	0.01216909373
735	0.01215838218
736	0.01215829988
737	0.01215126897
738	0.01214441196
739	0.01213364017
740	0.01212593413
741	0.01211682603
742	0.01210695043
743	0.01209733807
744	0.01208895227
745	0.01207976853
746	0.01207185029
747	0.01206419659
748	0.01205556989
749	0.01204831338
750	0.01204004565
751	0.01203315206
752	0.01202457268
753	0.01201797935
754	0.0120115695
755	0.01200533112
756	0.01199145956
757	0.01199133141
758	0.01198440507
759	0.01198419948
760	0.01194649772
761	0.01194219187
762	0.01193558543
763	0.01193005687
764	0.01192379011
765	0.01191768693
766	0.01191759097
767	0.01191164366
768	0.01190584115
769	0.01190017572
770	0.01189464047
771	0.01189454709
772	0.01188913579
773	0.01188384282
774	0.01187866308
775	0.01183723762
776	0.01181727223
777	0.01181251405
778	0.01180697086
779	0.01180090095
780	0.01175138392
781	0.01174575662
782	0.01174573209
783	0.01174568884
784	0.01174259883
785	0.01173259675
786	0.01173256619
787	0.01172638561
788	0.01171694
789	0.01170779671
790	0.01170774273
791	0.01170772781
792	0.01169599505
793	0.01168716289
794	0.01167859254
795	0.01166880389
796	0.01166208755
797	0.01165116875
798	0.0116405989
799	0.01164040376
800	0.0116285422
801	0.01161706144
802	0.0116169989
803	0.01161069423
804	0.0116045808
805	0.01159864276
806	0.0115919643
807	0.01158444012
808	0.01157714382
809	0.01157104417
810	0.01156413726
811	0.01155750457
812	0.01155092465
813	0.01154451826
814	0.01153827692
815	0.0115321929
816	0.01151991739
817	0.0115142117
818	0.01150391289
819	0.01149442612
820	0.0114876018
821	0.0114818773
822	0.01147734598
823	0.01147184956
824	0.0114589398
825	0.01145414696
826	0.011447645
827	0.01144218808
828	0.01143683799
829	0.01143072195
830	0.01142471096
831	0.01141882372
832	0.01141305534
833	0.01140740138
834	0.01140185773
835	0.01135235084
836	0.01134724531
837	0.0113415053
838	0.01133588147
839	0.01133115582
840	0.01132051271
841	0.01130328336
842	0.0112965361
843	0.01128813574
844	0.01128124787
845	0.01127344782
846	0.01126296792
847	0.01125879904
848	0.01125343391
849	0.01125341981
850	0.01124774751
851	0.01124761244
852	0.0112473973
853	0.01124100552
854	0.01123562345
855	0.01122951648
856	0.01122914126
857	0.01119339122
858	0.01118983693
859	0.01118480336
860	0.01117975526
861	0.01114320302
862	0.01113777052
863	0.01113253522
864	0.01111955098
865	0.01111422216
866	0.01110878406
867	0.0111000685
868	0.01109559478
869	0.01108836261
870	0.01108352183
871	0.01107755291
872	0.01107176168
873	0.01106287683
874	0.01106287683
875	0.01105541452
876	0.01105364067
877	0.01105332504
878	0.01105303123
879	0.01104322097
880	0.01104292571
881	0.0110429134
882	0.01104282849
883	0.011041774
884	0.01103355672
885	0.01103353289
886	0.01103350907
887	0.01103342043
888	0.01103006202
889	0.01102446923
890	0.01101957134
891	0.01101955927
892	0.01101953554
893	0.01101043006
894	0.01101034016
895	0.01100074566
896	0.0109890164
897	0.01097870033
898	0.01096911165
899	0.01095982318
900	0.0109482042
901	0.01094284607
902	0.01093780667
903	0.01092105768
904	0.01088134684
905	0.01087686786
906	0.01086642789
907	0.01085774527
908	0.01085772505
909	0.01085423009
910	0.01084824872
911	0.01084290381
912	0.01083709726
913	0.01083140923
914	0.01082598769
915	0.01082047203
916	0.0108150918
917	0.01081487755
918	0.01080960491
919	0.01079632189
920	0.01079288499
921	0.01078343972
922	0.01077420855
923	0.01077413974
924	0.01074205042
925	0.01073867776
926	0.01073310867
927	0.01072832057
928	0.01072377774
929	0.01071943027
930	0.01068379857
931	0.01067820504
932	0.01067394461
933	0.01067029226
934	0.01066582049
935	0.01065685642
936	0.01065424653
937	0.01065400575
938	0.01064968815
939	0.01064440134
940	0.01064435505
941	0.01063678076
942	0.01063504266
943	0.01060192996
944	0.01059742936
945	0.01059300682
946	0.01058866008
947	0.01058423665
948	0.01058028263
949	0.01057639299
950	0.01057256616
951	0.010568529
952	0.01056481362
953	0.01056115686
954	0.01055755732
955	0.01055401367
956	0.0105540087
957	0.01055367623
958	0.0105442671
959	0.01054418316
960	0.01051675152
961	0.01051674407
962	0.01051674172
963	0.01050716067
964	0.01050388281
965	0.01050354034
966	0.01050351886
967	0.01050051288
968	0.01050026244
969	0.01049421918
970	0.01048569669
971	0.0104678497
972	0.01046782184
973	0.0104642562
974	0.01046424938
975	0.01045180399
976	0.01044281404
977	0.01043865856
978	0.01043457643
979	0.01043105702
980	0.0104270739
981	0.01042413318
982	0.0104207399
983	0.01041687429
984	0.01041307421
985	0.01040978284
986	0.01040607113
987	0.01040242097
988	0.0103994689
989	0.01039600377
990	0.01039275216
991	0.01038964528
992	0.01038629189
993	0.01038326957
994	0.01038032003
995	0.01037719051
996	0.01037381509
997	0.01037049341
998	0.01036722413
999	0.01036407926
