,0,1,accuracy,macro avg,weighted avg
precision,0.25,0.9545454545454546,0.8958333333333334,0.6022727272727273,0.9105113636363636
recall,0.3333333333333333,0.9333333333333333,0.8958333333333334,0.6333333333333333,0.8958333333333334
f1-score,0.28571428571428575,0.9438202247191012,0.8958333333333334,0.6147672552166935,0.9026886035313001
support,3.0,45.0,0.8958333333333334,48.0,48.0
