,0,1,accuracy,macro avg,weighted avg
precision,0.3333333333333333,1.0,0.5,0.6666666666666666,0.8333333333333334
recall,1.0,0.3333333333333333,0.5,0.6666666666666666,0.5
f1-score,0.5,0.5,0.5,0.5,0.5
support,1.0,3.0,0.5,4.0,4.0
