,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.75,0.75,0.375,0.5625
recall,0.0,1.0,0.75,0.5,0.75
f1-score,0.0,0.8571428571428571,0.75,0.42857142857142855,0.6428571428571428
support,1.0,3.0,0.75,4.0,4.0
