,0,1,accuracy,macro avg,weighted avg
precision,0.8333333333333334,1.0,0.9615384615384616,0.9166666666666667,0.967948717948718
recall,1.0,0.9523809523809523,0.9615384615384616,0.9761904761904762,0.9615384615384616
f1-score,0.9090909090909091,0.975609756097561,0.9615384615384616,0.9423503325942351,0.9628176701347433
support,5.0,21.0,0.9615384615384616,26.0,26.0
