,0,1,accuracy,macro avg,weighted avg
precision,0.2,0.9534883720930233,0.875,0.5767441860465117,0.9063953488372093
recall,0.3333333333333333,0.9111111111111111,0.875,0.6222222222222222,0.875
f1-score,0.25,0.9318181818181819,0.875,0.5909090909090909,0.8892045454545455
support,3.0,45.0,0.875,48.0,48.0
