,0,1,accuracy,macro avg,weighted avg
precision,0.8636363636363636,0.9629629629629629,0.9342105263157895,0.9132996632996633,0.9355174552542974
recall,0.9047619047619048,0.9454545454545454,0.9342105263157895,0.9251082251082251,0.9342105263157895
f1-score,0.8837209302325582,0.9541284403669724,0.9342105263157895,0.9189246852997652,0.9346737336193055
support,21.0,55.0,0.9342105263157895,76.0,76.0
