,0,1,accuracy,macro avg,weighted avg
precision,0.8571428571428571,0.9090909090909091,0.8947368421052632,0.8831168831168831,0.8933697881066301
recall,0.782608695652174,0.9433962264150944,0.8947368421052632,0.8630024610336342,0.8947368421052632
f1-score,0.8181818181818182,0.9259259259259259,0.8947368421052632,0.8720538720538721,0.8933191564770512
support,23.0,53.0,0.8947368421052632,76.0,76.0
