,0,1,accuracy,macro avg,weighted avg
precision,0.5,0.9444444444444444,0.8076923076923077,0.7222222222222222,0.8589743589743589
recall,0.8,0.8095238095238095,0.8076923076923077,0.8047619047619048,0.8076923076923077
f1-score,0.6153846153846154,0.8717948717948718,0.8076923076923077,0.7435897435897436,0.8224852071005917
support,5.0,21.0,0.8076923076923077,26.0,26.0
