,0,1,accuracy,macro avg,weighted avg
precision,0.43333333333333335,0.7631578947368421,0.6698113207547169,0.5982456140350878,0.6666997682886461
recall,0.41935483870967744,0.7733333333333333,0.6698113207547169,0.5963440860215053,0.6698113207547169
f1-score,0.4262295081967213,0.7682119205298014,0.6698113207547169,0.5972207143632613,0.6681981961682403
support,31.0,75.0,0.6698113207547169,106.0,106.0
