,0,1,accuracy,macro avg,weighted avg
precision,0.4827586206896552,0.7792207792207793,0.6981132075471698,0.6309896999552173,0.6925195819145071
recall,0.45161290322580644,0.8,0.6981132075471698,0.6258064516129033,0.6981132075471698
f1-score,0.4666666666666667,0.7894736842105264,0.6981132075471698,0.6280701754385966,0.695067858325058
support,31.0,75.0,0.6981132075471698,106.0,106.0
