,0,1,accuracy,macro avg,weighted avg
precision,0.6,0.7777777777777778,0.7358490566037735,0.6888888888888889,0.7224318658280923
recall,0.45454545454545453,0.863013698630137,0.7358490566037735,0.6587795765877957,0.7358490566037735
f1-score,0.5172413793103449,0.8181818181818182,0.7358490566037735,0.6677115987460815,0.7244928136274916
support,33.0,73.0,0.7358490566037735,106.0,106.0
