,0,1,accuracy,macro avg,weighted avg
precision,0.7058823529411765,0.7640449438202247,0.7547169811320755,0.7349636483807006,0.7459377221314645
recall,0.36363636363636365,0.9315068493150684,0.7547169811320755,0.647571606475716,0.7547169811320755
f1-score,0.48000000000000004,0.8395061728395061,0.7547169811320755,0.659753086419753,0.7275844397856976
support,33.0,73.0,0.7547169811320755,106.0,106.0
