,0,1,accuracy,macro avg,weighted avg
precision,0.5625,0.7555555555555555,0.7264150943396226,0.6590277777777778,0.6990959119496855
recall,0.2903225806451613,0.9066666666666666,0.7264150943396226,0.598494623655914,0.7264150943396226
f1-score,0.3829787234042554,0.8242424242424242,0.7264150943396226,0.6036105738233398,0.695193606072771
support,31.0,75.0,0.7264150943396226,106.0,106.0
